Stop_ID,Station,To,Departure,Arrival,Type,Section_ID,Departure_Int,Arrival_Int,Duration,Distance,Speed,Current_Time,Waiting_Time,Distance_Counted,Speed_With_Stop,Score,Got_Stamp
171120150,Ed,Klp,2026-07-25 11:55:00,2026-07-25 12:01:00,Int,18838594,29749675,29749681,6,7.0,70.0,29749675,0,7.0,70.0,100.5,0
171120151,Klp,Ut,2026-07-25 12:01:00,2026-07-25 12:21:00,Int,18838594,29749681,29749701,20,33.8,101.4,29749681,0,32.3,96.9,128.1,0
171120323,Ut,Asb,2026-07-25 13:08:00,2026-07-25 13:26:00,Int,18838613,29749748,29749766,18,30.7,102.3,29749701,47,30.7,28.3,62.8,0
171120324,Asb,Asdz,2026-07-25 13:26:00,2026-07-25 13:33:00,Int,18838613,29749766,29749773,7,5.8,49.7,29749766,0,5.8,49.7,87.2,0
171120325,Asdz,Shl,2026-07-25 13:37:00,2026-07-25 13:43:00,Int,18838613,29749777,29749783,6,9.2,92.0,29749773,4,9.2,55.2,93.3,0
171125161,Shl,Rtd,2026-07-25 13:52:00,2026-07-25 14:18:00,Int,18839097,29749792,29749818,26,52.4,120.9,29749783,9,52.4,89.8,128.8,0
171130001,Rtd,Rta,2026-07-25 14:35:00,2026-07-25 14:43:00,Int,18839595,29749835,29749843,8,10.2,76.5,29749823,12,10.2,30.6,74.9,1
171130002,Rta,Gd,2026-07-25 14:43:00,2026-07-25 14:53:00,Int,18839595,29749843,29749853,10,13.6,81.6,29749843,0,13.6,81.6,126.9,1
171130003,Gd,Ut,2026-07-25 14:54:00,2026-07-25 15:12:00,Int,18839595,29749854,29749872,18,32.7,109.0,29749853,1,32.7,103.3,149.9,1
171130628,Ut,Wd,2026-07-25 15:26:00,2026-07-25 15:36:00,Spr,18839664,29749886,29749896,10,15.9,95.4,29749872,14,0.0,0.0,49.9,1
171131314,Wd,Gdg,2026-07-25 16:01:00,2026-07-25 16:11:00,Spr,18839729,29749921,29749931,10,15.4,92.4,29749896,25,0.0,0.0,49.9,1
171131315,Gdg,Gd,2026-07-25 16:11:00,2026-07-25 16:15:00,Spr,18839729,29749931,29749935,4,1.4,21.0,29749931,0,0.0,0.0,49.9,1
171131316,Gd,Llzm,2026-07-25 16:20:00,2026-07-25 16:29:00,Spr,18839729,29749940,29749949,9,13.4,89.3,29749935,5,13.4,57.4,107.3,1
171131317,Llzm,Ztmo,2026-07-25 16:29:00,2026-07-25 16:32:00,Spr,18839729,29749949,29749952,3,2.0,40.0,29749949,0,2.0,40.0,91.2,1
171131318,Ztmo,Ztm,2026-07-25 16:32:00,2026-07-25 16:35:00,Spr,18839729,29749952,29749955,3,1.2,24.0,29749952,0,1.2,24.0,75.5,1
171131319,Ztm,Ypb,2026-07-25 16:35:00,2026-07-25 16:40:00,Spr,18839729,29749955,29749960,5,6.1,73.2,29749955,0,6.1,73.2,124.8,1
171131320,Ypb,Vb,2026-07-25 16:40:00,2026-07-25 16:43:00,Spr,18839729,29749960,29749963,3,2.4,48.0,29749960,0,2.4,48.0,100.2,1
171131321,Vb,Gvc,2026-07-25 16:43:00,2026-07-25 16:47:00,Spr,18839729,29749963,29749967,4,3.1,46.5,29749963,0,3.1,46.5,98.9,1
171130893,Dt,Gv,2026-07-25 16:54:00,2026-07-25 17:01:00,Int,18839688,29749974,29749981,7,7.4,63.4,29749967,7,7.4,31.7,84.4,1
171130894,Gv,Laa,2026-07-25 17:03:00,2026-07-25 17:06:00,Int,18839688,29749983,29749986,3,1.9,38.0,29749981,2,1.9,22.8,76.3,1
171130895,Laa,Ledn,2026-07-25 17:06:00,2026-07-25 17:14:00,Int,18839688,29749986,29749994,8,13.9,104.2,29749986,0,13.9,104.2,157.9,1
171136623,Ledn,Shl,2026-07-25 17:28:00,2026-07-25 17:44:00,Int,18840272,29750008,29750024,16,26.8,100.5,29749994,14,26.8,53.6,108.7,1
171136624,Shl,Asdz,2026-07-25 17:45:00,2026-07-25 17:53:00,Int,18840272,29750025,29750033,8,9.2,69.0,29750024,1,9.2,61.3,119.1,1
171136625,Asdz,Asb,2026-07-25 17:56:00,2026-07-25 18:01:00,Int,18840272,29750036,29750041,5,5.8,69.6,29750033,3,5.8,43.5,102.2,1
171136626,Asb,Ut,2026-07-25 18:02:00,2026-07-25 18:18:00,Int,18840272,29750042,29750058,16,30.7,115.1,29750041,1,30.7,108.4,167.6,1
171136627,Ut,Ht,2026-07-25 18:24:00,2026-07-25 18:51:00,Int,18840272,29750064,29750091,27,48.1,106.9,29750058,6,48.1,87.5,149.8,1
