Stop_ID,Station,To,Departure,Arrival,Type,Section_ID,Departure_Int,Arrival_Int,Duration,Distance,Speed,Current_Time,Waiting_Time,Distance_Counted,Speed_With_Stop,Score,Got_Stamp
152991079,Tb,Ot,2025-10-04 14:08:00,2025-10-04 14:14:00,Spr,16911082,29326448,29326454,6,8.1,81.0,29326441,7,8.1,37.4,85.4,1
152991080,Ot,Btl,2025-10-04 14:14:00,2025-10-04 14:22:00,Spr,16911082,29326454,29326462,8,8.9,66.8,29326454,0,8.9,66.8,115.6,1
152992743,Btl,Ehv,2025-10-04 14:34:00,2025-10-04 14:47:00,Int,16911275,29326474,29326487,13,19.9,91.8,29326462,12,19.9,47.8,97.5,1
152990842,Ehv,Wt,2025-10-04 14:59:00,2025-10-04 15:16:00,Int,16911050,29326499,29326516,17,30.0,105.9,29326487,12,30.0,62.1,113.8,1
152990843,Wt,Rm,2025-10-04 15:16:00,2025-10-04 15:29:00,Int,16911050,29326516,29326529,13,23.6,108.9,29326516,0,23.6,108.9,163.7,1
152996150,Rm,Sm,2025-10-04 15:34:00,2025-10-04 15:39:00,Spr,16911667,29326534,29326539,5,5.4,64.8,29326529,5,5.4,32.4,89.5,1
152996151,Sm,Rv,2025-10-04 15:39:00,2025-10-04 15:44:00,Spr,16911667,29326539,29326544,5,6.4,76.8,29326539,0,6.4,76.8,134.4,1
152996152,Rv,Tg,2025-10-04 15:45:00,2025-10-04 15:51:00,Spr,16911667,29326545,29326551,6,7.0,70.0,29326544,1,7.0,60.0,118.3,1
152996153,Tg,Vl,2025-10-04 15:51:00,2025-10-04 15:57:00,Spr,16911667,29326551,29326557,6,4.9,49.0,29326551,0,4.9,49.0,108.0,1
152996154,Vl,Br,2025-10-04 15:59:00,2025-10-04 16:01:00,Spr,16911667,29326559,29326561,2,1.7,51.0,29326557,2,1.7,25.5,85.0,1
152996155,Br,Vry,2025-10-04 16:01:00,2025-10-04 16:14:00,Spr,16911667,29326561,29326574,13,20.6,95.1,29326561,0,20.6,95.1,154.7,1
152996156,Vry,Vlb,2025-10-04 16:15:00,2025-10-04 16:20:00,Spr,16911667,29326575,29326580,5,7.3,87.6,29326574,1,7.3,73.0,134.7,1
152996157,Vlb,Bmr,2025-10-04 16:21:00,2025-10-04 16:26:00,Spr,16911667,29326581,29326586,5,7.1,85.2,29326580,1,7.1,71.0,133.4,1
152996158,Bmr,Ck,2025-10-04 16:30:00,2025-10-04 16:37:00,Spr,16911667,29326590,29326597,7,10.3,88.3,29326586,4,10.3,56.2,119.3,1
152996159,Ck,Mmlh,2025-10-04 16:38:00,2025-10-04 16:42:00,Spr,16911667,29326598,29326602,4,4.6,69.0,29326597,1,4.6,55.2,119.4,1
152996160,Mmlh,Nmh,2025-10-04 16:42:00,2025-10-04 16:47:00,Spr,16911667,29326602,29326607,5,7.4,88.8,29326602,0,7.4,88.8,153.4,1
152996161,Nmh,Nm,2025-10-04 16:48:00,2025-10-04 16:52:00,Spr,16911667,29326608,29326612,4,1.7,25.5,29326607,1,1.7,20.4,85.8,1
153000853,Nm,Ah,2025-10-04 16:58:00,2025-10-04 17:10:00,Int,16912204,29326618,29326630,12,18.6,93.0,29326612,6,18.6,62.0,127.5,1
153000854,Ah,Ed,2025-10-04 17:16:00,2025-10-04 17:26:00,Int,16912204,29326636,29326646,10,16.7,100.2,29326630,6,16.7,62.6,130.0,1
153000855,Ed,Klp,2025-10-04 17:26:00,2025-10-04 17:32:00,Int,16912204,29326646,29326652,6,7.0,70.0,29326646,0,7.0,70.0,139.1,1
153000856,Klp,Ut,2025-10-04 17:32:00,2025-10-04 17:50:00,Int,16912204,29326652,29326670,18,33.8,112.7,29326652,0,33.8,112.7,182.4,1
153003903,Ut,Uto,2025-10-04 17:55:00,2025-10-04 17:59:00,Spr,16912556,29326675,29326679,4,3.4,51.0,29326670,5,3.4,22.7,95.8,1
153003904,Uto,Hvsp,2025-10-04 17:59:00,2025-10-04 18:09:00,Spr,16912556,29326679,29326689,10,12.9,77.4,29326679,0,12.9,77.4,150.9,1
153003905,Hvsp,Hvs,2025-10-04 18:09:00,2025-10-04 18:11:00,Spr,16912556,29326689,29326691,2,1.2,36.0,29326689,0,1.2,36.0,110.8,1
153003176,Hvs,Brn,2025-10-04 18:15:00,2025-10-04 18:21:00,Spr,16912467,29326695,29326701,6,7.1,71.0,29326691,4,7.1,42.6,117.5,1
153003177,Brn,Amf,2025-10-04 18:21:00,2025-10-04 18:28:00,Spr,16912467,29326701,29326708,7,8.9,76.3,29326701,0,8.9,76.3,151.9,1
153003096,Amf,Zl,2025-10-04 18:35:00,2025-10-04 19:10:00,Int,16912460,29326715,29326750,35,66.5,114.0,29326708,7,66.5,95.0,171.5,1
153004080,Zl,Asn,2025-10-04 19:15:00,2025-10-04 19:55:00,Int,16912577,29326755,29326795,40,77.1,115.6,29326750,5,77.1,102.8,186.0,1
