Station,To,Departure,Arrival,Type,ID
Hlm,Asd,2025-10-04 02:01:00,2025-10-04 02:14:00,Int,16908129
Rtd,Dt,2025-10-04 02:02:00,2025-10-04 02:14:00,Int,16908131
Dt,Gv,2025-10-04 02:14:00,2025-10-04 02:21:00,Int,16908131
Gv,Ledn,2025-10-04 02:22:00,2025-10-04 02:36:00,Int,16908131
Ledn,Shl,2025-10-04 02:40:00,2025-10-04 02:56:00,Int,16908131
Shl,Asd,2025-10-04 03:03:00,2025-10-04 03:17:00,Int,16908131
Asd,Ut,2025-10-04 03:19:00,2025-10-04 03:48:00,Int,16908131
Tb,Ht,2025-10-04 02:12:00,2025-10-04 02:51:00,Int,16908132
Nm,Est,2025-10-04 02:12:00,2025-10-04 02:19:00,Int,16908133
Est,Ah,2025-10-04 02:19:00,2025-10-04 02:28:00,Int,16908133
Ah,Ed,2025-10-04 02:35:00,2025-10-04 02:46:00,Int,16908133
Ed,Ut,2025-10-04 02:46:00,2025-10-04 03:08:00,Int,16908133
Ut,Asd,2025-10-04 03:16:00,2025-10-04 03:44:00,Int,16908133
Asd,Shl,2025-10-04 03:46:00,2025-10-04 04:01:00,Int,16908133
Shl,Ledn,2025-10-04 04:05:00,2025-10-04 04:21:00,Int,16908133
Ledn,Gv,2025-10-04 04:23:00,2025-10-04 04:37:00,Int,16908133
Gv,Dt,2025-10-04 04:38:00,2025-10-04 04:45:00,Int,16908133
Dt,Rtd,2025-10-04 04:45:00,2025-10-04 04:57:00,Int,16908133
Ut,Asd,2025-10-04 02:16:00,2025-10-04 02:44:00,Int,16908134
Asd,Shl,2025-10-04 02:46:00,2025-10-04 03:01:00,Int,16908134
Shl,Ledn,2025-10-04 03:05:00,2025-10-04 03:21:00,Int,16908134
Ledn,Dvnk,2025-10-04 03:23:00,2025-10-04 03:26:00,Int,16908134
Dvnk,Vst,2025-10-04 03:26:00,2025-10-04 03:30:00,Int,16908134
Vst,Gvm,2025-10-04 03:30:00,2025-10-04 03:35:00,Int,16908134
Gvm,Laa,2025-10-04 03:35:00,2025-10-04 03:39:00,Int,16908134
Laa,Gv,2025-10-04 03:39:00,2025-10-04 03:41:00,Int,16908134
Gv,Gvmw,2025-10-04 03:43:00,2025-10-04 03:46:00,Int,16908134
Gvmw,Rsw,2025-10-04 03:46:00,2025-10-04 03:49:00,Int,16908134
Rsw,Dt,2025-10-04 03:49:00,2025-10-04 03:54:00,Int,16908134
Dt,Dtz,2025-10-04 03:54:00,2025-10-04 03:57:00,Int,16908134
Dtz,Sdm,2025-10-04 03:57:00,2025-10-04 04:04:00,Int,16908134
Sdm,Rtd,2025-10-04 04:04:00,2025-10-04 04:08:00,Int,16908134
Ut,Amf,2025-10-04 02:19:00,2025-10-04 02:33:00,Int,16908135
Asd,Amr,2025-10-04 02:37:00,2025-10-04 03:04:00,Int,16908136
Asd,Hlm,2025-10-04 02:46:00,2025-10-04 02:59:00,Int,16908138
Amf,Ut,2025-10-04 02:56:00,2025-10-04 03:10:00,Int,16908139
Rtd,Dt,2025-10-04 03:03:00,2025-10-04 03:14:00,Int,16908140
Dt,Gv,2025-10-04 03:14:00,2025-10-04 03:21:00,Int,16908140
Gv,Ledn,2025-10-04 03:22:00,2025-10-04 03:36:00,Int,16908140
Ledn,Shl,2025-10-04 03:40:00,2025-10-04 03:56:00,Int,16908140
Shl,Asd,2025-10-04 04:03:00,2025-10-04 04:17:00,Int,16908140
Asd,Ut,2025-10-04 04:19:00,2025-10-04 04:48:00,Int,16908140
Hlm,Asd,2025-10-04 03:04:00,2025-10-04 03:17:00,Int,16908141
Amr,Asd,2025-10-04 03:11:00,2025-10-04 03:38:00,Int,16908142
Ut,Asd,2025-10-04 03:16:00,2025-10-04 03:44:00,Int,16908144
Asd,Shl,2025-10-04 03:46:00,2025-10-04 04:01:00,Int,16908144
Shl,Ledn,2025-10-04 04:05:00,2025-10-04 04:21:00,Int,16908144
Ledn,Gv,2025-10-04 04:23:00,2025-10-04 04:37:00,Int,16908144
Gv,Dt,2025-10-04 04:38:00,2025-10-04 04:45:00,Int,16908144
Dt,Rtd,2025-10-04 04:45:00,2025-10-04 04:57:00,Int,16908144
Ut,Amf,2025-10-04 03:19:00,2025-10-04 03:33:00,Int,16908145
Asd,Hlm,2025-10-04 03:49:00,2025-10-04 04:02:00,Int,16908146
Rtd,Dt,2025-10-04 04:02:00,2025-10-04 04:14:00,Int,16908147
Dt,Gv,2025-10-04 04:14:00,2025-10-04 04:21:00,Int,16908147
Gv,Ledn,2025-10-04 04:22:00,2025-10-04 04:36:00,Int,16908147
Ledn,Shl,2025-10-04 04:40:00,2025-10-04 04:56:00,Int,16908147
Shl,Asd,2025-10-04 05:02:00,2025-10-04 05:16:00,Int,16908147
Asd,Ut,2025-10-04 05:19:00,2025-10-04 05:48:00,Int,16908147
Ut,Asd,2025-10-04 04:16:00,2025-10-04 04:44:00,Int,16908148
Asd,Shl,2025-10-04 04:46:00,2025-10-04 05:01:00,Int,16908148
Shl,Ledn,2025-10-04 05:05:00,2025-10-04 05:21:00,Int,16908148
Ledn,Gv,2025-10-04 05:23:00,2025-10-04 05:37:00,Int,16908148
Gv,Dt,2025-10-04 05:38:00,2025-10-04 05:45:00,Int,16908148
Dt,Rtd,2025-10-04 05:45:00,2025-10-04 05:57:00,Int,16908148
Ddr,Zwd,2025-10-04 04:42:00,2025-10-04 04:45:00,Spr,16908151
Zwd,Brd,2025-10-04 04:45:00,2025-10-04 04:51:00,Spr,16908151
Brd,Rlb,2025-10-04 04:51:00,2025-10-04 04:54:00,Spr,16908151
Rlb,Rtz,2025-10-04 04:54:00,2025-10-04 04:58:00,Spr,16908151
Rtz,Rtb,2025-10-04 04:58:00,2025-10-04 05:01:00,Spr,16908151
Rtb,Rtd,2025-10-04 05:01:00,2025-10-04 05:04:00,Spr,16908151
Lls,Almo,2025-10-04 04:45:00,2025-10-04 04:55:00,Spr,16908152
Almo,Almb,2025-10-04 04:55:00,2025-10-04 04:58:00,Spr,16908152
Almb,Almp,2025-10-04 04:58:00,2025-10-04 05:01:00,Spr,16908152
Almp,Alm,2025-10-04 05:01:00,2025-10-04 05:04:00,Spr,16908152
Alm,Almm,2025-10-04 05:05:00,2025-10-04 05:08:00,Spr,16908152
Almm,Ampo,2025-10-04 05:08:00,2025-10-04 05:12:00,Spr,16908152
Ampo,Wp,2025-10-04 05:12:00,2025-10-04 05:18:00,Spr,16908152
Wp,Dmnz,2025-10-04 05:21:00,2025-10-04 05:27:00,Spr,16908152
Dmnz,Dvd,2025-10-04 05:27:00,2025-10-04 05:30:00,Spr,16908152
Dvd,Rai,2025-10-04 05:30:00,2025-10-04 05:34:00,Spr,16908152
Rai,Asdz,2025-10-04 05:34:00,2025-10-04 05:37:00,Spr,16908152
Asdz,Shl,2025-10-04 05:38:00,2025-10-04 05:44:00,Spr,16908152
Shl,Hfd,2025-10-04 05:45:00,2025-10-04 05:50:00,Spr,16908152
Hfd,Nvp,2025-10-04 05:50:00,2025-10-04 05:55:00,Spr,16908152
Nvp,Ssh,2025-10-04 05:55:00,2025-10-04 06:02:00,Spr,16908152
Ssh,Ledn,2025-10-04 06:02:00,2025-10-04 06:07:00,Spr,16908152
Ledn,Dvnk,2025-10-04 06:08:00,2025-10-04 06:12:00,Spr,16908152
Dvnk,Vst,2025-10-04 06:12:00,2025-10-04 06:15:00,Spr,16908152
Vst,Gvm,2025-10-04 06:15:00,2025-10-04 06:20:00,Spr,16908152
Gvm,Laa,2025-10-04 06:20:00,2025-10-04 06:23:00,Spr,16908152
Laa,Gvc,2025-10-04 06:23:00,2025-10-04 06:26:00,Spr,16908152
Amf,Brn,2025-10-04 04:49:00,2025-10-04 04:56:00,Spr,16908154
Brn,Hvs,2025-10-04 04:56:00,2025-10-04 05:02:00,Spr,16908154
Hvs,Hvsm,2025-10-04 05:03:00,2025-10-04 05:05:00,Spr,16908154
Hvsm,Bsmz,2025-10-04 05:05:00,2025-10-04 05:09:00,Spr,16908154
Bsmz,Ndb,2025-10-04 05:09:00,2025-10-04 05:12:00,Spr,16908154
Ndb,Wp,2025-10-04 05:12:00,2025-10-04 05:18:00,Spr,16908154
Wp,Dmn,2025-10-04 05:21:00,2025-10-04 05:26:00,Spr,16908154
Dmn,Assp,2025-10-04 05:26:00,2025-10-04 05:29:00,Spr,16908154
Assp,Asdm,2025-10-04 05:29:00,2025-10-04 05:31:00,Spr,16908154
Asdm,Asd,2025-10-04 05:31:00,2025-10-04 05:37:00,Spr,16908154
Gvc,Gv,2025-10-04 04:56:00,2025-10-04 04:59:00,Spr,16908155
Gv,Gvmw,2025-10-04 05:00:00,2025-10-04 05:03:00,Spr,16908155
Gvmw,Rsw,2025-10-04 05:03:00,2025-10-04 05:06:00,Spr,16908155
Rsw,Dt,2025-10-04 05:06:00,2025-10-04 05:10:00,Spr,16908155
Dt,Dtz,2025-10-04 05:10:00,2025-10-04 05:13:00,Spr,16908155
Dtz,Sdm,2025-10-04 05:13:00,2025-10-04 05:20:00,Spr,16908155
Sdm,Rtd,2025-10-04 05:20:00,2025-10-04 05:24:00,Spr,16908155
Rtd,Rtb,2025-10-04 05:27:00,2025-10-04 05:30:00,Spr,16908155
Rtb,Rtz,2025-10-04 05:30:00,2025-10-04 05:33:00,Spr,16908155
Rtz,Rlb,2025-10-04 05:33:00,2025-10-04 05:36:00,Spr,16908155
Rlb,Brd,2025-10-04 05:36:00,2025-10-04 05:40:00,Spr,16908155
Brd,Zwd,2025-10-04 05:40:00,2025-10-04 05:45:00,Spr,16908155
Zwd,Ddr,2025-10-04 05:45:00,2025-10-04 05:49:00,Spr,16908155
Rtd,Dt,2025-10-04 05:02:00,2025-10-04 05:14:00,Int,16908156
Dt,Gv,2025-10-04 05:14:00,2025-10-04 05:21:00,Int,16908156
Gv,Ledn,2025-10-04 05:22:00,2025-10-04 05:36:00,Int,16908156
Ledn,Shl,2025-10-04 05:43:00,2025-10-04 05:59:00,Int,16908156
Shl,Asd,2025-10-04 06:03:00,2025-10-04 06:17:00,Int,16908156
Asd,Ut,2025-10-04 06:27:00,2025-10-04 06:51:00,Int,16908156
Amr,Hlo,2025-10-04 05:02:00,2025-10-04 05:07:00,Spr,16908157
Hlo,Cas,2025-10-04 05:07:00,2025-10-04 05:12:00,Spr,16908157
Cas,Utg,2025-10-04 05:12:00,2025-10-04 05:16:00,Spr,16908157
Utg,Kma,2025-10-04 05:16:00,2025-10-04 05:20:00,Spr,16908157
Kma,Wm,2025-10-04 05:20:00,2025-10-04 05:24:00,Spr,16908157
Wm,Zzs,2025-10-04 05:24:00,2025-10-04 05:27:00,Spr,16908157
Zzs,Kz,2025-10-04 05:27:00,2025-10-04 05:30:00,Spr,16908157
Kz,Zd,2025-10-04 05:30:00,2025-10-04 05:33:00,Spr,16908157
Zd,Ass,2025-10-04 05:36:00,2025-10-04 05:42:00,Spr,16908157
Ass,Asd,2025-10-04 05:42:00,2025-10-04 05:47:00,Spr,16908157
Asd,Asdm,2025-10-04 05:49:00,2025-10-04 05:54:00,Spr,16908157
Asdm,Asa,2025-10-04 05:54:00,2025-10-04 05:58:00,Spr,16908157
Asa,Dvd,2025-10-04 05:58:00,2025-10-04 06:01:00,Spr,16908157
Dvd,Asb,2025-10-04 06:01:00,2025-10-04 06:04:00,Spr,16908157
Asb,Ashd,2025-10-04 06:04:00,2025-10-04 06:06:00,Spr,16908157
Ashd,Ac,2025-10-04 06:06:00,2025-10-04 06:10:00,Spr,16908157
Ac,Bkl,2025-10-04 06:10:00,2025-10-04 06:18:00,Spr,16908157
Bkl,Wd,2025-10-04 06:18:00,2025-10-04 06:26:00,Spr,16908157
Wd,Gdg,2025-10-04 06:28:00,2025-10-04 06:37:00,Spr,16908157
Gdg,Gd,2025-10-04 06:37:00,2025-10-04 06:40:00,Spr,16908157
Gd,Nwk,2025-10-04 06:41:00,2025-10-04 06:48:00,Spr,16908157
Nwk,Cps,2025-10-04 06:48:00,2025-10-04 06:51:00,Spr,16908157
Cps,Rta,2025-10-04 06:51:00,2025-10-04 06:54:00,Spr,16908157
Rta,Rtn,2025-10-04 06:54:00,2025-10-04 06:58:00,Spr,16908157
Rtn,Rtd,2025-10-04 06:58:00,2025-10-04 07:04:00,Spr,16908157
Asd,Ass,2025-10-04 05:05:00,2025-10-04 05:11:00,Spr,16908158
Ass,Asdl,2025-10-04 05:11:00,2025-10-04 05:15:00,Spr,16908158
Asdl,Shl,2025-10-04 05:15:00,2025-10-04 05:21:00,Spr,16908158
Shl,Hfd,2025-10-04 05:23:00,2025-10-04 05:27:00,Spr,16908158
Hn,Pmo,2025-10-04 05:06:00,2025-10-04 05:17:00,Spr,16908160
Pmo,Pmr,2025-10-04 05:17:00,2025-10-04 05:20:00,Spr,16908160
Pmr,Pmw,2025-10-04 05:20:00,2025-10-04 05:23:00,Spr,16908160
Pmw,Zdk,2025-10-04 05:23:00,2025-10-04 05:29:00,Spr,16908160
Zdk,Zd,2025-10-04 05:29:00,2025-10-04 05:33:00,Spr,16908160
Zd,Ass,2025-10-04 05:36:00,2025-10-04 05:42:00,Spr,16908160
Ass,Asdl,2025-10-04 05:43:00,2025-10-04 05:47:00,Spr,16908160
Asdl,Shl,2025-10-04 05:47:00,2025-10-04 05:53:00,Spr,16908160
Shl,Hfd,2025-10-04 05:56:00,2025-10-04 06:01:00,Spr,16908160
Odz,Hgl,2025-10-04 07:18:00,2025-10-04 07:26:00,Spr,16908161
Ddr,Zwd,2025-10-04 05:12:00,2025-10-04 05:15:00,Spr,16908162
Zwd,Brd,2025-10-04 05:15:00,2025-10-04 05:21:00,Spr,16908162
Brd,Rlb,2025-10-04 05:21:00,2025-10-04 05:24:00,Spr,16908162
Rlb,Rtz,2025-10-04 05:24:00,2025-10-04 05:28:00,Spr,16908162
Rtz,Rtb,2025-10-04 05:28:00,2025-10-04 05:31:00,Spr,16908162
Rtb,Rtd,2025-10-04 05:31:00,2025-10-04 05:34:00,Spr,16908162
Rtd,Sdm,2025-10-04 05:36:00,2025-10-04 05:40:00,Spr,16908162
Sdm,Dtz,2025-10-04 05:40:00,2025-10-04 05:46:00,Spr,16908162
Dtz,Dt,2025-10-04 05:46:00,2025-10-04 05:49:00,Spr,16908162
Dt,Rsw,2025-10-04 05:49:00,2025-10-04 05:53:00,Spr,16908162
Rsw,Gvmw,2025-10-04 05:53:00,2025-10-04 05:56:00,Spr,16908162
Gvmw,Gv,2025-10-04 05:56:00,2025-10-04 06:00:00,Spr,16908162
Gv,Gvc,2025-10-04 06:01:00,2025-10-04 06:04:00,Spr,16908162
Gvc,Laa,2025-10-04 05:15:00,2025-10-04 05:18:00,Spr,16908163
Laa,Gvm,2025-10-04 05:18:00,2025-10-04 05:21:00,Spr,16908163
Gvm,Vst,2025-10-04 05:21:00,2025-10-04 05:26:00,Spr,16908163
Vst,Dvnk,2025-10-04 05:26:00,2025-10-04 05:30:00,Spr,16908163
Dvnk,Ledn,2025-10-04 05:30:00,2025-10-04 05:33:00,Spr,16908163
Ledn,Ssh,2025-10-04 05:35:00,2025-10-04 05:40:00,Spr,16908163
Ssh,Nvp,2025-10-04 05:40:00,2025-10-04 05:47:00,Spr,16908163
Nvp,Hfd,2025-10-04 05:47:00,2025-10-04 05:51:00,Spr,16908163
Hfd,Shl,2025-10-04 05:51:00,2025-10-04 05:56:00,Spr,16908163
Shl,Asdz,2025-10-04 05:57:00,2025-10-04 06:02:00,Spr,16908163
Asdz,Rai,2025-10-04 06:03:00,2025-10-04 06:06:00,Spr,16908163
Rai,Dvd,2025-10-04 06:06:00,2025-10-04 06:10:00,Spr,16908163
Dvd,Dmnz,2025-10-04 06:10:00,2025-10-04 06:12:00,Spr,16908163
Dmnz,Wp,2025-10-04 06:12:00,2025-10-04 06:19:00,Spr,16908163
Wp,Ampo,2025-10-04 06:29:00,2025-10-04 06:35:00,Spr,16908163
Ampo,Almm,2025-10-04 06:35:00,2025-10-04 06:39:00,Spr,16908163
Almm,Alm,2025-10-04 06:39:00,2025-10-04 06:42:00,Spr,16908163
Alm,Almp,2025-10-04 06:43:00,2025-10-04 06:46:00,Spr,16908163
Almp,Almb,2025-10-04 06:46:00,2025-10-04 06:50:00,Spr,16908163
Almb,Almo,2025-10-04 06:50:00,2025-10-04 06:52:00,Spr,16908163
Almo,Lls,2025-10-04 06:52:00,2025-10-04 07:03:00,Spr,16908163
Asd,Ass,2025-10-04 05:19:00,2025-10-04 05:24:00,Spr,16908164
Ass,Asdl,2025-10-04 05:25:00,2025-10-04 05:29:00,Spr,16908164
Asdl,Shl,2025-10-04 05:29:00,2025-10-04 05:35:00,Spr,16908164
Shl,Hfd,2025-10-04 05:38:00,2025-10-04 05:42:00,Spr,16908164
Ut,Uto,2025-10-04 05:24:00,2025-10-04 05:28:00,Spr,16908165
Uto,Hor,2025-10-04 05:28:00,2025-10-04 05:35:00,Spr,16908165
Hor,Hvsp,2025-10-04 05:35:00,2025-10-04 05:39:00,Spr,16908165
Hvsp,Hvs,2025-10-04 05:39:00,2025-10-04 05:42:00,Spr,16908165
Lls,Almo,2025-10-04 05:25:00,2025-10-04 05:36:00,Spr,16908167
Almo,Almb,2025-10-04 05:36:00,2025-10-04 05:39:00,Spr,16908167
Almb,Almp,2025-10-04 05:39:00,2025-10-04 05:43:00,Spr,16908167
Almp,Alm,2025-10-04 05:43:00,2025-10-04 05:45:00,Spr,16908167
Alm,Almm,2025-10-04 05:46:00,2025-10-04 05:49:00,Spr,16908167
Almm,Ampo,2025-10-04 05:49:00,2025-10-04 05:53:00,Spr,16908167
Ampo,Wp,2025-10-04 05:53:00,2025-10-04 06:00:00,Spr,16908167
Wp,Dmnz,2025-10-04 06:06:00,2025-10-04 06:12:00,Spr,16908167
Dmnz,Dvd,2025-10-04 06:12:00,2025-10-04 06:15:00,Spr,16908167
Dvd,Rai,2025-10-04 06:15:00,2025-10-04 06:19:00,Spr,16908167
Rai,Asdz,2025-10-04 06:19:00,2025-10-04 06:22:00,Spr,16908167
Asdz,Shl,2025-10-04 06:23:00,2025-10-04 06:29:00,Spr,16908167
Shl,Hfd,2025-10-04 06:32:00,2025-10-04 06:36:00,Spr,16908167
Hfd,Nvp,2025-10-04 06:36:00,2025-10-04 06:41:00,Spr,16908167
Nvp,Ssh,2025-10-04 06:41:00,2025-10-04 06:48:00,Spr,16908167
Ssh,Ledn,2025-10-04 06:48:00,2025-10-04 06:53:00,Spr,16908167
Ledn,Dvnk,2025-10-04 06:54:00,2025-10-04 06:58:00,Spr,16908167
Dvnk,Vst,2025-10-04 06:58:00,2025-10-04 07:01:00,Spr,16908167
Vst,Gvm,2025-10-04 07:01:00,2025-10-04 07:06:00,Spr,16908167
Gvm,Laa,2025-10-04 07:06:00,2025-10-04 07:09:00,Spr,16908167
Laa,Gvc,2025-10-04 07:09:00,2025-10-04 07:12:00,Spr,16908167
Amf,Brn,2025-10-04 05:31:00,2025-10-04 05:38:00,Spr,16908168
Brn,Hvs,2025-10-04 05:38:00,2025-10-04 05:44:00,Spr,16908168
Hvs,Hvsm,2025-10-04 05:45:00,2025-10-04 05:47:00,Spr,16908168
Hvsm,Bsmz,2025-10-04 05:47:00,2025-10-04 05:51:00,Spr,16908168
Bsmz,Ndb,2025-10-04 05:51:00,2025-10-04 05:54:00,Spr,16908168
Ndb,Wp,2025-10-04 05:54:00,2025-10-04 06:00:00,Spr,16908168
Wp,Dmn,2025-10-04 06:02:00,2025-10-04 06:07:00,Spr,16908168
Dmn,Assp,2025-10-04 06:07:00,2025-10-04 06:10:00,Spr,16908168
Assp,Asdm,2025-10-04 06:10:00,2025-10-04 06:13:00,Spr,16908168
Asdm,Asd,2025-10-04 06:13:00,2025-10-04 06:19:00,Spr,16908168
Hfd,Shl,2025-10-04 05:32:00,2025-10-04 05:37:00,Spr,16908169
Shl,Asdl,2025-10-04 05:39:00,2025-10-04 05:45:00,Spr,16908169
Asdl,Ass,2025-10-04 05:45:00,2025-10-04 05:49:00,Spr,16908169
Ass,Asd,2025-10-04 05:49:00,2025-10-04 05:55:00,Spr,16908169
Ht,Tb,2025-10-04 05:33:00,2025-10-04 06:12:00,Int,16908170
Asd,Ass,2025-10-04 05:34:00,2025-10-04 05:39:00,Spr,16908171
Ass,Asdl,2025-10-04 05:39:00,2025-10-04 05:43:00,Spr,16908171
Asdl,Shl,2025-10-04 05:43:00,2025-10-04 05:49:00,Spr,16908171
Shl,Hfd,2025-10-04 05:50:00,2025-10-04 05:55:00,Spr,16908171
Asd,Ass,2025-10-04 05:36:00,2025-10-04 05:41:00,Int,16908172
Ass,Hlm,2025-10-04 05:41:00,2025-10-04 05:51:00,Int,16908172
Hlm,Had,2025-10-04 05:53:00,2025-10-04 05:58:00,Int,16908172
Had,Ledn,2025-10-04 05:58:00,2025-10-04 06:13:00,Int,16908172
Ledn,Laa,2025-10-04 06:15:00,2025-10-04 06:24:00,Int,16908172
Laa,Gv,2025-10-04 06:26:00,2025-10-04 06:28:00,Int,16908172
Gv,Dt,2025-10-04 06:30:00,2025-10-04 06:36:00,Int,16908172
Dt,Sdm,2025-10-04 06:36:00,2025-10-04 06:44:00,Int,16908172
Sdm,Rtd,2025-10-04 06:44:00,2025-10-04 06:49:00,Int,16908172
Rtd,Rtb,2025-10-04 06:51:00,2025-10-04 06:54:00,Int,16908172
Rtb,Ddr,2025-10-04 06:54:00,2025-10-04 07:06:00,Int,16908172
Ddr,Rsd,2025-10-04 07:07:00,2025-10-04 07:30:00,Int,16908172
Rsd,Bgn,2025-10-04 07:36:00,2025-10-04 07:45:00,Int,16908172
Bgn,Rb,2025-10-04 07:45:00,2025-10-04 07:55:00,Int,16908172
Rb,Kbd,2025-10-04 07:55:00,2025-10-04 08:00:00,Int,16908172
Kbd,Krg,2025-10-04 08:00:00,2025-10-04 08:05:00,Int,16908172
Krg,Bzl,2025-10-04 08:05:00,2025-10-04 08:11:00,Int,16908172
Bzl,Gs,2025-10-04 08:11:00,2025-10-04 08:16:00,Int,16908172
Gs,Arn,2025-10-04 08:16:00,2025-10-04 08:26:00,Int,16908172
Arn,Mdb,2025-10-04 08:26:00,2025-10-04 08:31:00,Int,16908172
Mdb,Vss,2025-10-04 08:31:00,2025-10-04 08:36:00,Int,16908172
Vss,Vs,2025-10-04 08:36:00,2025-10-04 08:40:00,Int,16908172
Amf,Hvl,2025-10-04 05:39:00,2025-10-04 05:45:00,Spr,16908175
Hvl,Bnn,2025-10-04 05:45:00,2025-10-04 05:52:00,Spr,16908175
Bnn,Bnc,2025-10-04 05:52:00,2025-10-04 05:55:00,Spr,16908175
Bnc,Bnz,2025-10-04 05:56:00,2025-10-04 05:59:00,Spr,16908175
Bnz,Ltn,2025-10-04 05:59:00,2025-10-04 06:04:00,Spr,16908175
Ltn,Edc,2025-10-04 06:05:00,2025-10-04 06:11:00,Spr,16908175
Edc,Ed,2025-10-04 06:11:00,2025-10-04 06:16:00,Spr,16908175
Ekz,Bkf,2025-10-04 05:39:00,2025-10-04 05:43:00,Int,16908176
Bkf,Bkg,2025-10-04 05:43:00,2025-10-04 05:46:00,Int,16908176
Bkg,Hks,2025-10-04 05:47:00,2025-10-04 05:51:00,Int,16908176
Hks,Hnk,2025-10-04 05:52:00,2025-10-04 05:59:00,Int,16908176
Hnk,Hn,2025-10-04 05:59:00,2025-10-04 06:03:00,Int,16908176
Hn,Pmo,2025-10-04 06:05:00,2025-10-04 06:15:00,Int,16908176
Pmo,Pmr,2025-10-04 06:15:00,2025-10-04 06:16:00,Int,16908176
Pmr,Pmw,2025-10-04 06:16:00,2025-10-04 06:18:00,Int,16908176
Pmw,Zdk,2025-10-04 06:18:00,2025-10-04 06:22:00,Int,16908176
Zdk,Zd,2025-10-04 06:22:00,2025-10-04 06:24:00,Int,16908176
Zd,Ass,2025-10-04 06:24:00,2025-10-04 06:29:00,Int,16908176
Ass,Asd,2025-10-04 06:32:00,2025-10-04 06:38:00,Int,16908176
Asd,Asa,2025-10-04 06:54:00,2025-10-04 07:01:00,Int,16908176
Asa,Ut,2025-10-04 07:02:00,2025-10-04 07:21:00,Int,16908176
Ut,Db,2025-10-04 07:23:00,2025-10-04 07:31:00,Int,16908176
Db,Klp,2025-10-04 07:31:00,2025-10-04 07:44:00,Int,16908176
Klp,Ed,2025-10-04 07:44:00,2025-10-04 07:50:00,Int,16908176
Ed,Ah,2025-10-04 07:50:00,2025-10-04 08:00:00,Int,16908176
Ah,Nm,2025-10-04 08:05:00,2025-10-04 08:17:00,Int,16908176
Rtd,Sdm,2025-10-04 05:41:00,2025-10-04 05:46:00,Int,16908177
Sdm,Dt,2025-10-04 05:46:00,2025-10-04 05:54:00,Int,16908177
Dt,Gv,2025-10-04 05:54:00,2025-10-04 06:01:00,Int,16908177
Gv,Laa,2025-10-04 06:02:00,2025-10-04 06:05:00,Int,16908177
Laa,Ledn,2025-10-04 06:05:00,2025-10-04 06:14:00,Int,16908177
Ledn,Had,2025-10-04 06:16:00,2025-10-04 06:31:00,Int,16908177
Had,Hlm,2025-10-04 06:31:00,2025-10-04 06:38:00,Int,16908177
Hlm,Ass,2025-10-04 06:40:00,2025-10-04 06:49:00,Int,16908177
Ass,Asd,2025-10-04 06:49:00,2025-10-04 06:55:00,Int,16908177
Ddr,Ddrs,2025-10-04 05:41:00,2025-10-04 05:44:00,Spr,16908178
Ddrs,Sdtb,2025-10-04 05:45:00,2025-10-04 05:49:00,Spr,16908178
Sdtb,Sdt,2025-10-04 05:49:00,2025-10-04 05:52:00,Spr,16908178
Sdt,Hbzm,2025-10-04 05:53:00,2025-10-04 05:55:00,Spr,16908178
Hbzm,Gnd,2025-10-04 05:55:00,2025-10-04 05:57:00,Spr,16908178
Gnd,Bhdv,2025-10-04 05:58:00,2025-10-04 06:01:00,Spr,16908178
Bhdv,Gr,2025-10-04 06:01:00,2025-10-04 06:07:00,Spr,16908178
Gr,Akl,2025-10-04 06:11:00,2025-10-04 06:15:00,Spr,16908178
Akl,Ldm,2025-10-04 06:15:00,2025-10-04 06:22:00,Spr,16908178
Ldm,Bsd,2025-10-04 06:23:00,2025-10-04 06:28:00,Spr,16908178
Bsd,Gdm,2025-10-04 06:29:00,2025-10-04 06:35:00,Spr,16908178
Gn,Gerp,2025-10-04 05:42:00,2025-10-04 05:44:00,Spr,16908179
Gerp,Kw,2025-10-04 05:44:00,2025-10-04 05:54:00,Spr,16908179
Kw,Mth,2025-10-04 05:54:00,2025-10-04 05:56:00,Spr,16908179
Mth,Hgz,2025-10-04 05:56:00,2025-10-04 05:59:00,Spr,16908179
Hgz,Zb,2025-10-04 05:59:00,2025-10-04 06:04:00,Spr,16908179
Zb,Sda,2025-10-04 06:04:00,2025-10-04 06:10:00,Spr,16908179
Sda,Ws,2025-10-04 06:11:00,2025-10-04 06:15:00,Spr,16908179
Ah,Zv,2025-10-04 05:42:00,2025-10-04 05:51:00,Spr,16908180
Ddr,Zwd,2025-10-04 05:42:00,2025-10-04 05:45:00,Spr,16908181
Zwd,Brd,2025-10-04 05:45:00,2025-10-04 05:51:00,Spr,16908181
Brd,Rlb,2025-10-04 05:51:00,2025-10-04 05:54:00,Spr,16908181
Rlb,Rtz,2025-10-04 05:54:00,2025-10-04 05:58:00,Spr,16908181
Rtz,Rtb,2025-10-04 05:58:00,2025-10-04 06:01:00,Spr,16908181
Rtb,Rtd,2025-10-04 06:01:00,2025-10-04 06:04:00,Spr,16908181
Rtd,Sdm,2025-10-04 06:06:00,2025-10-04 06:10:00,Spr,16908181
Sdm,Dtz,2025-10-04 06:10:00,2025-10-04 06:16:00,Spr,16908181
Dtz,Dt,2025-10-04 06:16:00,2025-10-04 06:19:00,Spr,16908181
Dt,Rsw,2025-10-04 06:19:00,2025-10-04 06:23:00,Spr,16908181
