Station,To,Departure,Arrival,Type,ID
Ddrs,Ddr,2025-10-04 08:30:00,2025-10-04 08:34:00,Spr,16908715
Ddr,Ddrs,2025-10-04 07:41:00,2025-10-04 07:44:00,Spr,16908716
Ddrs,Sdtb,2025-10-04 07:45:00,2025-10-04 07:49:00,Spr,16908716
Sdtb,Sdt,2025-10-04 07:49:00,2025-10-04 07:52:00,Spr,16908716
Sdt,Hbzm,2025-10-04 07:53:00,2025-10-04 07:55:00,Spr,16908716
Hbzm,Gnd,2025-10-04 07:55:00,2025-10-04 07:57:00,Spr,16908716
Gnd,Bhdv,2025-10-04 07:58:00,2025-10-04 08:01:00,Spr,16908716
Bhdv,Gr,2025-10-04 08:01:00,2025-10-04 08:07:00,Spr,16908716
Gr,Akl,2025-10-04 08:11:00,2025-10-04 08:15:00,Spr,16908716
Akl,Ldm,2025-10-04 08:15:00,2025-10-04 08:22:00,Spr,16908716
Ldm,Bsd,2025-10-04 08:23:00,2025-10-04 08:28:00,Spr,16908716
Bsd,Gdm,2025-10-04 08:29:00,2025-10-04 08:35:00,Spr,16908716
Asd,Asdm,2025-10-04 07:41:00,2025-10-04 07:46:00,Spr,16908717
Asdm,Assp,2025-10-04 07:46:00,2025-10-04 07:49:00,Spr,16908717
Assp,Dmn,2025-10-04 07:49:00,2025-10-04 07:52:00,Spr,16908717
Dmn,Wp,2025-10-04 07:52:00,2025-10-04 07:57:00,Spr,16908717
Wp,Ndb,2025-10-04 07:59:00,2025-10-04 08:05:00,Spr,16908717
Ndb,Bsmz,2025-10-04 08:05:00,2025-10-04 08:08:00,Spr,16908717
Bsmz,Hvsm,2025-10-04 08:08:00,2025-10-04 08:12:00,Spr,16908717
Hvsm,Hvs,2025-10-04 08:12:00,2025-10-04 08:14:00,Spr,16908717
Hvs,Brn,2025-10-04 08:15:00,2025-10-04 08:21:00,Spr,16908717
Brn,Amf,2025-10-04 08:21:00,2025-10-04 08:28:00,Spr,16908717
Amf,Amfs,2025-10-04 08:29:00,2025-10-04 08:33:00,Spr,16908717
Amfs,Avat,2025-10-04 08:33:00,2025-10-04 08:36:00,Spr,16908717
Ed,Wf,2025-10-04 07:42:00,2025-10-04 07:48:00,Spr,16908718
Wf,Otb,2025-10-04 07:48:00,2025-10-04 07:51:00,Spr,16908718
Otb,Ah,2025-10-04 07:51:00,2025-10-04 07:55:00,Spr,16908718
Gvc,Vb,2025-10-04 07:42:00,2025-10-04 07:47:00,Spr,16908719
Vb,Ypb,2025-10-04 07:47:00,2025-10-04 07:50:00,Spr,16908719
Ypb,Ztm,2025-10-04 07:50:00,2025-10-04 07:55:00,Spr,16908719
Ztm,Ztmo,2025-10-04 07:55:00,2025-10-04 07:57:00,Spr,16908719
Ztmo,Llzm,2025-10-04 07:57:00,2025-10-04 08:00:00,Spr,16908719
Llzm,Gd,2025-10-04 08:00:00,2025-10-04 08:10:00,Spr,16908719
Gd,Gdg,2025-10-04 08:14:00,2025-10-04 08:17:00,Spr,16908719
Gdg,Wd,2025-10-04 08:17:00,2025-10-04 08:28:00,Spr,16908719
Wd,Ut,2025-10-04 08:30:00,2025-10-04 08:40:00,Spr,16908719
Ddr,Zwd,2025-10-04 07:42:00,2025-10-04 07:45:00,Spr,16908720
Zwd,Brd,2025-10-04 07:45:00,2025-10-04 07:51:00,Spr,16908720
Brd,Rlb,2025-10-04 07:51:00,2025-10-04 07:54:00,Spr,16908720
Rlb,Rtz,2025-10-04 07:54:00,2025-10-04 07:58:00,Spr,16908720
Rtz,Rtb,2025-10-04 07:58:00,2025-10-04 08:01:00,Spr,16908720
Rtb,Rtd,2025-10-04 08:01:00,2025-10-04 08:04:00,Spr,16908720
Rtd,Sdm,2025-10-04 08:06:00,2025-10-04 08:10:00,Spr,16908720
Sdm,Dtz,2025-10-04 08:10:00,2025-10-04 08:16:00,Spr,16908720
Dtz,Dt,2025-10-04 08:16:00,2025-10-04 08:19:00,Spr,16908720
Dt,Rsw,2025-10-04 08:19:00,2025-10-04 08:23:00,Spr,16908720
Rsw,Gvmw,2025-10-04 08:23:00,2025-10-04 08:26:00,Spr,16908720
Gvmw,Gv,2025-10-04 08:26:00,2025-10-04 08:30:00,Spr,16908720
Ut,Asb,2025-10-04 07:42:00,2025-10-04 07:58:00,Int,16908721
Asb,Asdz,2025-10-04 07:58:00,2025-10-04 08:04:00,Int,16908721
Asdz,Shl,2025-10-04 08:07:00,2025-10-04 08:13:00,Int,16908721
Shl,Ledn,2025-10-04 08:15:00,2025-10-04 08:30:00,Int,16908721
Ledn,Laa,2025-10-04 08:32:00,2025-10-04 08:40:00,Int,16908721
Laa,Gv,2025-10-04 08:41:00,2025-10-04 08:44:00,Int,16908721
Gv,Dt,2025-10-04 08:46:00,2025-10-04 08:52:00,Int,16908721
Dt,Sdm,2025-10-04 08:52:00,2025-10-04 09:00:00,Int,16908721
Sdm,Rtd,2025-10-04 09:00:00,2025-10-04 09:05:00,Int,16908721
Rtd,Rtb,2025-10-04 09:07:00,2025-10-04 09:10:00,Int,16908721
Rtb,Ddr,2025-10-04 09:10:00,2025-10-04 09:22:00,Int,16908721
Gvc,Laa,2025-10-04 07:42:00,2025-10-04 07:45:00,Spr,16908722
Laa,Gvm,2025-10-04 07:45:00,2025-10-04 07:48:00,Spr,16908722
Gvm,Vst,2025-10-04 07:48:00,2025-10-04 07:53:00,Spr,16908722
Vst,Dvnk,2025-10-04 07:53:00,2025-10-04 07:56:00,Spr,16908722
Dvnk,Ledn,2025-10-04 07:56:00,2025-10-04 08:00:00,Spr,16908722
Ledn,Ssh,2025-10-04 08:02:00,2025-10-04 08:07:00,Spr,16908722
Ssh,Nvp,2025-10-04 08:07:00,2025-10-04 08:14:00,Spr,16908722
Nvp,Hfd,2025-10-04 08:14:00,2025-10-04 08:19:00,Spr,16908722
Hfd,Shl,2025-10-04 08:19:00,2025-10-04 08:23:00,Spr,16908722
Shl,Asdz,2025-10-04 08:25:00,2025-10-04 08:31:00,Spr,16908722
Asdz,Rai,2025-10-04 08:33:00,2025-10-04 08:34:00,Spr,16908722
Rai,Dvd,2025-10-04 08:36:00,2025-10-04 08:40:00,Spr,16908722
Dvd,Dmnz,2025-10-04 08:40:00,2025-10-04 08:42:00,Spr,16908722
Dmnz,Wp,2025-10-04 08:42:00,2025-10-04 08:49:00,Spr,16908722
Wp,Ampo,2025-10-04 08:59:00,2025-10-04 09:05:00,Spr,16908722
Ampo,Almm,2025-10-04 09:05:00,2025-10-04 09:09:00,Spr,16908722
Almm,Alm,2025-10-04 09:09:00,2025-10-04 09:12:00,Spr,16908722
Alm,Almp,2025-10-04 09:13:00,2025-10-04 09:16:00,Spr,16908722
Almp,Almb,2025-10-04 09:16:00,2025-10-04 09:20:00,Spr,16908722
Almb,Almo,2025-10-04 09:20:00,2025-10-04 09:22:00,Spr,16908722
Almo,Lls,2025-10-04 09:22:00,2025-10-04 09:33:00,Spr,16908722
Nm,Ah,2025-10-04 07:43:00,2025-10-04 07:56:00,Int,16908723
Ah,Ed,2025-10-04 08:01:00,2025-10-04 08:11:00,Int,16908723
Ed,Klp,2025-10-04 08:11:00,2025-10-04 08:17:00,Int,16908723
Klp,Db,2025-10-04 08:17:00,2025-10-04 08:29:00,Int,16908723
Db,Ut,2025-10-04 08:29:00,2025-10-04 08:38:00,Int,16908723
Ut,Asa,2025-10-04 08:39:00,2025-10-04 08:57:00,Int,16908723
Asa,Asd,2025-10-04 08:57:00,2025-10-04 09:06:00,Int,16908723
Asd,Ass,2025-10-04 09:09:00,2025-10-04 09:15:00,Int,16908723
Ass,Zd,2025-10-04 09:15:00,2025-10-04 09:22:00,Int,16908723
Zd,Cas,2025-10-04 09:22:00,2025-10-04 09:34:00,Int,16908723
Cas,Hlo,2025-10-04 09:34:00,2025-10-04 09:40:00,Int,16908723
Hlo,Amr,2025-10-04 09:40:00,2025-10-04 09:46:00,Int,16908723
Amr,Amrn,2025-10-04 09:49:00,2025-10-04 09:52:00,Int,16908723
Amrn,Hwd,2025-10-04 09:52:00,2025-10-04 09:57:00,Int,16908723
Hwd,Sgn,2025-10-04 09:57:00,2025-10-04 10:06:00,Int,16908723
Sgn,Ana,2025-10-04 10:06:00,2025-10-04 10:13:00,Int,16908723
Ana,Hdrz,2025-10-04 10:15:00,2025-10-04 10:22:00,Int,16908723
Hdrz,Hdr,2025-10-04 10:22:00,2025-10-04 10:26:00,Int,16908723
Btl,Ht,2025-10-04 07:44:00,2025-10-04 08:08:00,Int,16908724
Zp,Dv,2025-10-04 07:44:00,2025-10-04 08:09:00,Int,16908725
Ehv,Tb,2025-10-04 07:44:00,2025-10-04 08:05:00,Int,16908727
Tb,Bd,2025-10-04 08:07:00,2025-10-04 08:21:00,Int,16908727
Bd,Rtd,2025-10-04 08:23:00,2025-10-04 08:45:00,Int,16908727
Rtd,Dt,2025-10-04 08:48:00,2025-10-04 08:59:00,Int,16908727
Dt,Gv,2025-10-04 08:59:00,2025-10-04 09:06:00,Int,16908727
Gv,Gvc,2025-10-04 09:08:00,2025-10-04 09:11:00,Int,16908727
Ht,Vg,2025-10-04 07:45:00,2025-10-04 07:59:00,Spr,16908728
Vg,Btl,2025-10-04 07:59:00,2025-10-04 08:20:00,Spr,16908728
Nsch,Ws,2025-10-04 07:45:00,2025-10-04 08:02:00,Int,16908729
Bv,Hk,2025-10-04 07:45:00,2025-10-04 07:54:00,Spr,16908730
Hk,Utg,2025-10-04 07:54:00,2025-10-04 08:02:00,Spr,16908730
Es,Hgl,2025-10-04 07:45:00,2025-10-04 07:52:00,Int,16908731
Hgl,Aml,2025-10-04 07:54:00,2025-10-04 08:05:00,Int,16908731
Aml,Dv,2025-10-04 08:06:00,2025-10-04 08:30:00,Int,16908731
Dv,Apd,2025-10-04 08:33:00,2025-10-04 08:43:00,Int,16908731
Apd,Amf,2025-10-04 08:44:00,2025-10-04 09:08:00,Int,16908731
Amf,Ut,2025-10-04 09:10:00,2025-10-04 09:23:00,Int,16908731
Ut,Gd,2025-10-04 09:28:00,2025-10-04 09:46:00,Int,16908731
Gd,Gvc,2025-10-04 09:47:00,2025-10-04 10:06:00,Int,16908731
Lc,Zp,2025-10-04 07:46:00,2025-10-04 08:08:00,Spr,16908733
Shl,Asdz,2025-10-04 07:46:00,2025-10-04 07:52:00,Int,16908734
Asdz,Asb,2025-10-04 07:56:00,2025-10-04 08:01:00,Int,16908734
Asb,Ut,2025-10-04 08:02:00,2025-10-04 08:18:00,Int,16908734
Ut,Ht,2025-10-04 08:23:00,2025-10-04 08:51:00,Int,16908734
Lw,Hr,2025-10-04 07:46:00,2025-10-04 08:03:00,Int,16908735
Hr,Swk,2025-10-04 08:03:00,2025-10-04 08:16:00,Int,16908735
Swk,Mp,2025-10-04 08:16:00,2025-10-04 08:26:00,Int,16908735
Mp,Zl,2025-10-04 08:26:00,2025-10-04 08:41:00,Int,16908735
Zl,Amf,2025-10-04 08:49:00,2025-10-04 09:24:00,Int,16908735
Amf,Ut,2025-10-04 09:26:00,2025-10-04 09:39:00,Int,16908735
Ut,Gd,2025-10-04 09:43:00,2025-10-04 10:01:00,Int,16908735
Gd,Gvc,2025-10-04 10:02:00,2025-10-04 10:21:00,Int,16908735
Dv,Zp,2025-10-04 07:47:00,2025-10-04 08:12:00,Int,16908736
Ht,Tb,2025-10-04 07:47:00,2025-10-04 08:26:00,Int,16908737
Zl,Zlsh,2025-10-04 07:47:00,2025-10-04 07:51:00,Spr,16908738
Zlsh,Kpn,2025-10-04 07:51:00,2025-10-04 07:58:00,Spr,16908738
Dv,Ost,2025-10-04 07:47:00,2025-10-04 07:53:00,Spr,16908739
Ost,Wh,2025-10-04 07:53:00,2025-10-04 07:59:00,Spr,16908739
Wh,Zl,2025-10-04 07:59:00,2025-10-04 08:10:00,Spr,16908739
Hlm,Had,2025-10-04 07:47:00,2025-10-04 07:52:00,Spr,16908740
Had,Hil,2025-10-04 07:52:00,2025-10-04 07:57:00,Spr,16908740
Hil,Vh,2025-10-04 07:57:00,2025-10-04 08:04:00,Spr,16908740
Vh,Ledn,2025-10-04 08:04:00,2025-10-04 08:10:00,Spr,16908740
Hfd,Shl,2025-10-04 07:47:00,2025-10-04 07:51:00,Spr,16908741
Shl,Asdl,2025-10-04 07:53:00,2025-10-04 08:00:00,Spr,16908741
Asdl,Ass,2025-10-04 08:00:00,2025-10-04 08:03:00,Spr,16908741
Ass,Asd,2025-10-04 08:03:00,2025-10-04 08:09:00,Spr,16908741
Tl,Ktr,2025-10-04 07:47:00,2025-10-04 07:56:00,Spr,16908742
Ktr,Op,2025-10-04 07:56:00,2025-10-04 08:00:00,Spr,16908742
Op,Hmn,2025-10-04 08:00:00,2025-10-04 08:03:00,Spr,16908742
Hmn,Za,2025-10-04 08:03:00,2025-10-04 08:06:00,Spr,16908742
Za,Est,2025-10-04 08:06:00,2025-10-04 08:16:00,Spr,16908742
Est,Ah,2025-10-04 08:16:00,2025-10-04 08:23:00,Spr,16908742
Eghm,Lg,2025-10-04 08:04:00,2025-10-04 08:07:00,Spr,16908743
Lg,Hrl,2025-10-04 08:13:00,2025-10-04 08:17:00,Spr,16908743
Hrl,Vk,2025-10-04 08:18:00,2025-10-04 08:29:00,Spr,16908743
Vk,Mes,2025-10-04 08:29:00,2025-10-04 08:34:00,Spr,16908743
Mes,Mt,2025-10-04 08:34:00,2025-10-04 08:41:00,Spr,16908743
Gn,Asn,2025-10-04 07:48:00,2025-10-04 08:05:00,Int,16908744
Asn,Zl,2025-10-04 08:05:00,2025-10-04 08:44:00,Int,16908744
Zl,Lls,2025-10-04 08:46:00,2025-10-04 09:11:00,Int,16908744
Lls,Alm,2025-10-04 09:12:00,2025-10-04 09:26:00,Int,16908744
Alm,Asdz,2025-10-04 09:28:00,2025-10-04 09:48:00,Int,16908744
Asdz,Shl,2025-10-04 09:54:00,2025-10-04 10:00:00,Int,16908744
Vd,Rl,2025-10-04 07:48:00,2025-10-04 07:55:00,Spr,16908745
Rl,Ltv,2025-10-04 07:55:00,2025-10-04 08:03:00,Spr,16908745
Ltv,Www,2025-10-04 08:05:00,2025-10-04 08:13:00,Spr,16908745
Www,Ww,2025-10-04 08:13:00,2025-10-04 08:15:00,Spr,16908745
Tl,Tpsw,2025-10-04 07:48:00,2025-10-04 07:51:00,Spr,16908746
Tpsw,Gdm,2025-10-04 07:51:00,2025-10-04 07:59:00,Spr,16908746
Gdm,Cl,2025-10-04 08:00:00,2025-10-04 08:05:00,Spr,16908746
Cl,Htnc,2025-10-04 08:05:00,2025-10-04 08:11:00,Spr,16908746
Htnc,Htn,2025-10-04 08:12:00,2025-10-04 08:15:00,Spr,16908746
Htn,Utln,2025-10-04 08:15:00,2025-10-04 08:19:00,Spr,16908746
Utln,Utvr,2025-10-04 08:19:00,2025-10-04 08:22:00,Spr,16908746
Utvr,Ut,2025-10-04 08:22:00,2025-10-04 08:25:00,Spr,16908746
Aml,Vz,2025-10-04 07:48:00,2025-10-04 07:53:00,Spr,16908747
Vz,Da,2025-10-04 07:53:00,2025-10-04 07:58:00,Spr,16908747
Da,Vhp,2025-10-04 07:58:00,2025-10-04 08:00:00,Spr,16908747
Vhp,Mrb,2025-10-04 08:01:00,2025-10-04 08:06:00,Spr,16908747
Mrb,Hdb,2025-10-04 08:06:00,2025-10-04 08:12:00,Spr,16908747
Gerp,Gn,2025-10-04 07:49:00,2025-10-04 07:52:00,Spr,16908748
Gn,Zh,2025-10-04 07:54:00,2025-10-04 08:02:00,Spr,16908748
Zh,Gk,2025-10-04 08:02:00,2025-10-04 08:08:00,Spr,16908748
Gk,Bp,2025-10-04 08:08:00,2025-10-04 08:15:00,Spr,16908748
Bp,Dwe,2025-10-04 08:15:00,2025-10-04 08:21:00,Spr,16908748
Dwe,Fwd,2025-10-04 08:21:00,2025-10-04 08:24:00,Spr,16908748
Fwd,Hdg,2025-10-04 08:25:00,2025-10-04 08:29:00,Spr,16908748
Hdg,Lwc,2025-10-04 08:30:00,2025-10-04 08:35:00,Spr,16908748
Lwc,Lw,2025-10-04 08:35:00,2025-10-04 08:40:00,Spr,16908748
Std,Gln,2025-10-04 07:48:00,2025-10-04 07:52:00,Spr,16908749
Gln,Sbk,2025-10-04 07:52:00,2025-10-04 07:55:00,Spr,16908749
Sbk,Sn,2025-10-04 07:55:00,2025-10-04 07:57:00,Spr,16908749
Sn,Nh,2025-10-04 07:57:00,2025-10-04 08:00:00,Spr,16908749
Nh,Hb,2025-10-04 08:00:00,2025-10-04 08:04:00,Spr,16908749
Hb,Hrl,2025-10-04 08:04:00,2025-10-04 08:08:00,Spr,16908749
Vd,Zp,2025-10-04 07:48:00,2025-10-04 08:11:00,Spr,16908750
Ut,Wd,2025-10-04 07:48:00,2025-10-04 07:58:00,Spr,16908751
Wd,Gdg,2025-10-04 08:04:00,2025-10-04 08:15:00,Spr,16908751
Gdg,Gd,2025-10-04 08:15:00,2025-10-04 08:18:00,Spr,16908751
Gd,Llzm,2025-10-04 08:20:00,2025-10-04 08:29:00,Spr,16908751
Llzm,Ztmo,2025-10-04 08:29:00,2025-10-04 08:32:00,Spr,16908751
Ztmo,Ztm,2025-10-04 08:32:00,2025-10-04 08:35:00,Spr,16908751
Ztm,Ypb,2025-10-04 08:35:00,2025-10-04 08:40:00,Spr,16908751
Ypb,Vb,2025-10-04 08:40:00,2025-10-04 08:43:00,Spr,16908751
Vb,Gvc,2025-10-04 08:43:00,2025-10-04 08:47:00,Spr,16908751
Eem,Rd,2025-10-04 07:48:00,2025-10-04 07:55:00,Spr,16908752
Rd,Uhm,2025-10-04 07:55:00,2025-10-04 07:59:00,Spr,16908752
Uhm,Uhz,2025-10-04 08:00:00,2025-10-04 08:04:00,Spr,16908752
Uhz,Ust,2025-10-04 08:04:00,2025-10-04 08:09:00,Spr,16908752
Ust,Wfm,2025-10-04 08:09:00,2025-10-04 08:14:00,Spr,16908752
Wfm,Bf,2025-10-04 08:15:00,2025-10-04 08:20:00,Spr,16908752
Bf,Wsm,2025-10-04 08:20:00,2025-10-04 08:23:00,Spr,16908752
Wsm,Swd,2025-10-04 08:24:00,2025-10-04 08:29:00,Spr,16908752
Swd,Gnn,2025-10-04 08:30:00,2025-10-04 08:37:00,Spr,16908752
Gnn,Gn,2025-10-04 08:38:00,2025-10-04 08:43:00,Spr,16908752
Gn,Gerp,2025-10-04 08:47:00,2025-10-04 08:49:00,Spr,16908752
Gerp,Kw,2025-10-04 08:49:00,2025-10-04 08:58:00,Spr,16908752
Kw,Mth,2025-10-04 08:58:00,2025-10-04 09:00:00,Spr,16908752
Mth,Hgz,2025-10-04 09:00:00,2025-10-04 09:03:00,Spr,16908752
Hgz,Zb,2025-10-04 09:03:00,2025-10-04 09:08:00,Spr,16908752
Zb,Sda,2025-10-04 09:08:00,2025-10-04 09:14:00,Spr,16908752
Sda,Ws,2025-10-04 09:15:00,2025-10-04 09:19:00,Spr,16908752
Dz,Dzw,2025-10-04 07:49:00,2025-10-04 07:53:00,Spr,16908754
Dzw,Apg,2025-10-04 07:53:00,2025-10-04 07:59:00,Spr,16908754
Apg,Lp,2025-10-04 07:59:00,2025-10-04 08:14:00,Spr,16908754
Lp,Stm,2025-10-04 08:14:00,2025-10-04 08:26:00,Spr,16908754
Hrl,Std,2025-10-04 07:49:00,2025-10-04 08:04:00,Int,16908755
Std,Rm,2025-10-04 08:05:00,2025-10-04 08:19:00,Int,16908755
Rm,Wt,2025-10-04 08:20:00,2025-10-04 08:34:00,Int,16908755
Wt,Ehv,2025-10-04 08:34:00,2025-10-04 08:51:00,Int,16908755
Asd,Ass,2025-10-04 07:49:00,2025-10-04 07:54:00,Spr,16908756
Ass,Asdl,2025-10-04 07:55:00,2025-10-04 07:59:00,Spr,16908756
Asdl,Shl,2025-10-04 07:59:00,2025-10-04 08:05:00,Spr,16908756
Shl,Hfd,2025-10-04 08:08:00,2025-10-04 08:12:00,Spr,16908756
Zvt,Ovn,2025-10-04 07:49:00,2025-10-04 07:56:00,Spr,16908757
Ovn,Hlm,2025-10-04 07:56:00,2025-10-04 08:00:00,Spr,16908757
Hlm,Hlms,2025-10-04 08:01:00,2025-10-04 08:04:00,Spr,16908757
Hlms,Hwzb,2025-10-04 08:04:00,2025-10-04 08:09:00,Spr,16908757
Hwzb,Ass,2025-10-04 08:09:00,2025-10-04 08:14:00,Spr,16908757
Ass,Asd,2025-10-04 08:14:00,2025-10-04 08:19:00,Spr,16908757
Brn,Sd,2025-10-04 07:49:00,2025-10-04 07:53:00,Spr,16908758
Sd,St,2025-10-04 07:53:00,2025-10-04 07:56:00,Spr,16908758
St,Stz,2025-10-04 08:02:00,2025-10-04 08:04:00,Spr,16908758
Stz,Dld,2025-10-04 08:04:00,2025-10-04 08:10:00,Spr,16908758
Dld,Bhv,2025-10-04 08:10:00,2025-10-04 08:13:00,Spr,16908758
Bhv,Uto,2025-10-04 08:13:00,2025-10-04 08:18:00,Spr,16908758
Uto,Ut,2025-10-04 08:21:00,2025-10-04 08:25:00,Spr,16908758
Gvc,Gv,2025-10-04 07:49:00,2025-10-04 07:52:00,Int,16908759
Gv,Dt,2025-10-04 07:54:00,2025-10-04 08:01:00,Int,16908759
Dt,Rtd,2025-10-04 08:01:00,2025-10-04 08:12:00,Int,16908759
Rtd,Bd,2025-10-04 08:15:00,2025-10-04 08:37:00,Int,16908759
Bd,Tb,2025-10-04 08:39:00,2025-10-04 08:53:00,Int,16908759
Tb,Ehv,2025-10-04 08:54:00,2025-10-04 09:16:00,Int,16908759
Tb,Tbu,2025-10-04 07:49:00,2025-10-04 07:52:00,Spr,16908760
Tbu,Tbr,2025-10-04 07:52:00,2025-10-04 07:56:00,Spr,16908760
Tbr,Gz,2025-10-04 07:56:00,2025-10-04 08:00:00,Spr,16908760
Gz,Bd,2025-10-04 08:00:00,2025-10-04 08:07:00,Spr,16908760
Bd,Bdpb,2025-10-04 08:09:00,2025-10-04 08:13:00,Spr,16908760
Bdpb,Zlw,2025-10-04 08:13:00,2025-10-04 08:20:00,Spr,16908760
Zlw,Ddzd,2025-10-04 08:20:00,2025-10-04 08:28:00,Spr,16908760
Ddzd,Ddr,2025-10-04 08:28:00,2025-10-04 08:32:00,Spr,16908760
Zl,Wh,2025-10-04 07:50:00,2025-10-04 08:00:00,Spr,16908763
Wh,Ost,2025-10-04 08:00:00,2025-10-04 08:06:00,Spr,16908763
Ost,Dv,2025-10-04 08:06:00,2025-10-04 08:12:00,Spr,16908763
Apd,Apdo,2025-10-04 07:50:00,2025-10-04 07:53:00,Spr,16908764
Apdo,Twl,2025-10-04 07:53:00,2025-10-04 07:59:00,Spr,16908764
Twl,Dv,2025-10-04 07:59:00,2025-10-04 08:04:00,Spr,16908764
Dv,Dvc,2025-10-04 08:05:00,2025-10-04 08:10:00,Spr,16908764
Dvc,Hon,2025-10-04 08:10:00,2025-10-04 08:19:00,Spr,16908764
Hon,Rsn,2025-10-04 08:19:00,2025-10-04 08:25:00,Spr,16908764
Rsn,Wdn,2025-10-04 08:25:00,2025-10-04 08:31:00,Spr,16908764
Wdn,Aml,2025-10-04 08:31:00,2025-10-04 08:36:00,Spr,16908764
Rtd,Rta,2025-10-04 07:50:00,2025-10-04 07:58:00,Int,16908765
Rta,Gd,2025-10-04 07:58:00,2025-10-04 08:08:00,Int,16908765
Gd,Ut,2025-10-04 08:09:00,2025-10-04 08:27:00,Int,16908765
Ut,Amf,2025-10-04 08:36:00,2025-10-04 08:49:00,Int,16908765
Amf,Apd,2025-10-04 08:52:00,2025-10-04 09:16:00,Int,16908765
Apd,Dv,2025-10-04 09:17:00,2025-10-04 09:27:00,Int,16908765
Dv,Aml,2025-10-04 09:31:00,2025-10-04 09:54:00,Int,16908765
Aml,Hgl,2025-10-04 09:55:00,2025-10-04 10:06:00,Int,16908765
Hgl,Es,2025-10-04 10:07:00,2025-10-04 10:14:00,Int,16908765
Hnk,Hn,2025-10-04 07:50:00,2025-10-04 07:54:00,Spr,16908766
Hn,Pmo,2025-10-04 07:55:00,2025-10-04 08:07:00,Spr,16908766
Pmo,Pmr,2025-10-04 08:07:00,2025-10-04 08:10:00,Spr,16908766
Pmr,Pmw,2025-10-04 08:10:00,2025-10-04 08:12:00,Spr,16908766
Pmw,Zdk,2025-10-04 08:12:00,2025-10-04 08:19:00,Spr,16908766
Zdk,Zd,2025-10-04 08:19:00,2025-10-04 08:22:00,Spr,16908766
Zd,Ass,2025-10-04 08:29:00,2025-10-04 08:35:00,Spr,16908766
Ass,Asdl,2025-10-04 08:36:00,2025-10-04 08:40:00,Spr,16908766
Asdl,Shl,2025-10-04 08:40:00,2025-10-04 08:46:00,Spr,16908766
Shl,Hfd,2025-10-04 08:47:00,2025-10-04 08:52:00,Spr,16908766
Lw,Dei,2025-10-04 07:50:00,2025-10-04 07:54:00,Spr,16908767
Dei,Drp,2025-10-04 07:54:00,2025-10-04 07:59:00,Spr,16908767
Drp,Fn,2025-10-04 08:00:00,2025-10-04 08:05:00,Spr,16908767
Fn,Hlg,2025-10-04 08:06:00,2025-10-04 08:14:00,Spr,16908767
Hlg,Hlgh,2025-10-04 08:15:00,2025-10-04 08:18:00,Spr,16908767
Ut,Uto,2025-10-04 07:50:00,2025-10-04 07:54:00,Spr,16908768
Uto,Bhv,2025-10-04 07:54:00,2025-10-04 08:00:00,Spr,16908768
Bhv,Dld,2025-10-04 08:00:00,2025-10-04 08:03:00,Spr,16908768
Dld,Amf,2025-10-04 08:03:00,2025-10-04 08:10:00,Spr,16908768
Amf,Amfs,2025-10-04 08:12:00,2025-10-04 08:15:00,Spr,16908768
Amfs,Avat,2025-10-04 08:15:00,2025-10-04 08:19:00,Spr,16908768
Avat,Nkk,2025-10-04 08:19:00,2025-10-04 08:23:00,Spr,16908768
Nkk,Pt,2025-10-04 08:23:00,2025-10-04 08:29:00,Spr,16908768
Pt,Eml,2025-10-04 08:29:00,2025-10-04 08:33:00,Spr,16908768
Eml,Hd,2025-10-04 08:33:00,2025-10-04 08:38:00,Spr,16908768
Hd,Ns,2025-10-04 08:38:00,2025-10-04 08:46:00,Spr,16908768
Ns,Hde,2025-10-04 08:46:00,2025-10-04 08:52:00,Spr,16908768
Hde,Wz,2025-10-04 08:52:00,2025-10-04 08:58:00,Spr,16908768
Wz,Zl,2025-10-04 08:58:00,2025-10-04 09:06:00,Spr,16908768
Wt,Mz,2025-10-04 07:50:00,2025-10-04 07:56:00,Spr,16908769
Mz,Hze,2025-10-04 07:58:00,2025-10-04 08:04:00,Spr,16908769
Hze,Gp,2025-10-04 08:04:00,2025-10-04 08:08:00,Spr,16908769
Gp,Ehv,2025-10-04 08:08:00,2025-10-04 08:13:00,Spr,16908769
Ehv,Ehs,2025-10-04 08:21:00,2025-10-04 08:24:00,Spr,16908769
Ehs,Bet,2025-10-04 08:24:00,2025-10-04 08:30:00,Spr,16908769
Bet,Btl,2025-10-04 08:30:00,2025-10-04 08:37:00,Spr,16908769
Btl,Ot,2025-10-04 08:37:00,2025-10-04 08:44:00,Spr,16908769
Ot,Tb,2025-10-04 08:44:00,2025-10-04 08:50:00,Spr,16908769
Tb,Tbu,2025-10-04 08:53:00,2025-10-04 08:58:00,Spr,16908769
Ww,Atn,2025-10-04 07:50:00,2025-10-04 07:59:00,Spr,16908770
Atn,Vsv,2025-10-04 08:00:00,2025-10-04 08:07:00,Spr,16908770
Vsv,Tbg,2025-10-04 08:07:00,2025-10-04 08:13:00,Spr,16908770
Tbg,Gdr,2025-10-04 08:15:00,2025-10-04 08:17:00,Spr,16908770
Gdr,Dtc,2025-10-04 08:17:00,2025-10-04 08:22:00,Spr,16908770
Dtc,Dtch,2025-10-04 08:23:00,2025-10-04 08:26:00,Spr,16908770
Dtch,Wl,2025-10-04 08:26:00,2025-10-04 08:29:00,Spr,16908770
